Index,CosineValue
1870,0.385584
1871,0.385004
1872,0.384424
1873,0.383844
1874,0.383264
1875,0.382683
1876,0.382103
1877,0.381522
1878,0.380941
1879,0.380360
1880,0.379779
1881,0.379198
1882,0.378616
1883,0.378035
1884,0.377453
1885,0.376871
1886,0.376289
1887,0.375707
1888,0.375124
1889,0.374542
1890,0.373959
1891,0.373376
1892,0.372793
1893,0.372210
1894,0.371627
1895,0.371044
1896,0.370460
1897,0.369876
1898,0.369293
1899,0.368709
1900,0.368125
1901,0.367540
1902,0.366956
1903,0.366371
1904,0.365787
1905,0.365202
1906,0.364617
1907,0.364032
1908,0.363446
1909,0.362861
1910,0.362275
1911,0.361690
1912,0.361104
1913,0.360518
1914,0.359932
1915,0.359345
1916,0.358759
1917,0.358172
1918,0.357586
1919,0.356999
1920,0.356412
1921,0.355825
1922,0.355237
1923,0.354650
1924,0.354063
1925,0.353475
1926,0.352887
1927,0.352299
1928,0.351711
1929,0.351123
1930,0.350534
1931,0.349946
1932,0.349357
1933,0.348768
1934,0.348179
1935,0.347590
1936,0.347001
1937,0.346412
1938,0.345822
1939,0.345233
1940,0.344643
1941,0.344053
1942,0.343463
1943,0.342873
1944,0.342283
1945,0.341692
1946,0.341102
1947,0.340511
1948,0.339920
1949,0.339329
1950,0.338738
1951,0.338147
1952,0.337555
1953,0.336964
1954,0.336372
1955,0.335780
1956,0.335188
1957,0.334596
1958,0.334004
1959,0.333412
1960,0.332820
1961,0.332227
1962,0.331634
1963,0.331041
1964,0.330449
1965,0.329855
1966,0.329262
1967,0.328669
1968,0.328075
1969,0.327482
1970,0.326888
1971,0.326294
1972,0.325700
1973,0.325106
1974,0.324512
1975,0.323917
1976,0.323323
1977,0.322728
1978,0.322134
1979,0.321539
1980,0.320944
1981,0.320348
1982,0.319753
1983,0.319158
1984,0.318562
1985,0.317967
1986,0.317371
1987,0.316775
1988,0.316179
1989,0.315583
1990,0.314987
1991,0.314390
1992,0.313794
1993,0.313197
1994,0.312600
1995,0.312003
1996,0.311406
1997,0.310809
1998,0.310212
1999,0.309614
2000,0.309017
2001,0.308419
2002,0.307822
2003,0.307224
2004,0.306626
2005,0.306028
2006,0.305429
2007,0.304831
2008,0.304233
2009,0.303634
2010,0.303035
2011,0.302436
2012,0.301837
2013,0.301238
2014,0.300639
2015,0.300040
2016,0.299440
2017,0.298841
2018,0.298241
2019,0.297641
2020,0.297042
2021,0.296442
2022,0.295841
2023,0.295241
2024,0.294641
2025,0.294040
2026,0.293440
2027,0.292839
2028,0.292238
2029,0.291637
2030,0.291036
2031,0.290435
2032,0.289834
2033,0.289232
2034,0.288631
2035,0.288029
2036,0.287427
2037,0.286826
2038,0.286224
2039,0.285621
2040,0.285019
2041,0.284417
2042,0.283815
2043,0.283212
2044,0.282609
2045,0.282007
2046,0.281404
2047,0.280801
2048,0.280198
2049,0.279594
2050,0.278991
2051,0.278388
2052,0.277784
2053,0.277181
2054,0.276577
2055,0.275973
2056,0.275369
2057,0.274765
2058,0.274161
2059,0.273556
2060,0.272952
2061,0.272347
2062,0.271743
2063,0.271138
2064,0.270533
2065,0.269928
2066,0.269323
2067,0.268718
2068,0.268113
2069,0.267507
2070,0.266902
2071,0.266296
2072,0.265691
2073,0.265085
2074,0.264479
2075,0.263873
2076,0.263267
2077,0.262661
2078,0.262054
2079,0.261448
2080,0.260842
2081,0.260235
2082,0.259628
2083,0.259021
2084,0.258414
2085,0.257807
2086,0.257200
2087,0.256593
2088,0.255986
2089,0.255378
2090,0.254771
2091,0.254163
2092,0.253555
2093,0.252948
2094,0.252340
2095,0.251732
2096,0.251123
2097,0.250515
2098,0.249907
2099,0.249298
2100,0.248690
2101,0.248081
2102,0.247473
2103,0.246864
2104,0.246255
2105,0.245646
2106,0.245037
2107,0.244427
2108,0.243818
2109,0.243209
2110,0.242599
2111,0.241990
2112,0.241380
2113,0.240770
2114,0.240160
2115,0.239550
2116,0.238940
2117,0.238330
2118,0.237720
2119,0.237109
2120,0.236499
2121,0.235888
2122,0.235278
2123,0.234667
2124,0.234056
2125,0.233445
2126,0.232834
2127,0.232223
2128,0.231612
2129,0.231001
2130,0.230389
2131,0.229778
2132,0.229166
2133,0.228555
2134,0.227943
2135,0.227331
2136,0.226719
2137,0.226107
2138,0.225495
2139,0.224883
2140,0.224271
2141,0.223658
2142,0.223046
2143,0.222433
2144,0.221821
2145,0.221208
2146,0.220595
2147,0.219982
2148,0.219369
2149,0.218756
2150,0.218143
2151,0.217530
2152,0.216917
2153,0.216303
2154,0.215690
2155,0.215076
2156,0.214463
2157,0.213849
2158,0.213235
2159,0.212621
2160,0.212007
2161,0.211393
2162,0.210779
2163,0.210165
2164,0.209550
2165,0.208936
2166,0.208321
2167,0.207707
2168,0.207092
2169,0.206477
2170,0.205863
2171,0.205248
2172,0.204633
2173,0.204018
2174,0.203403
2175,0.202787
2176,0.202172
2177,0.201557
2178,0.200941
2179,0.200326
2180,0.199710
2181,0.199094
2182,0.198479
2183,0.197863
2184,0.197247
2185,0.196631
2186,0.196015
2187,0.195398
2188,0.194782
2189,0.194166
2190,0.193549
2191,0.192933
2192,0.192316
2193,0.191700
2194,0.191083
2195,0.190466
2196,0.189849
2197,0.189233
2198,0.188616
2199,0.187998
2200,0.187381
2201,0.186764
2202,0.186147
2203,0.185529
2204,0.184912
2205,0.184294
2206,0.183677
2207,0.183059
2208,0.182441
2209,0.181824
2210,0.181206
2211,0.180588
2212,0.179970
2213,0.179352
2214,0.178734
2215,0.178115
2216,0.177497
2217,0.176879
2218,0.176260
2219,0.175642
2220,0.175023
2221,0.174404
2222,0.173786
2223,0.173167
2224,0.172548
2225,0.171929
2226,0.171310
2227,0.170691
2228,0.170072
2229,0.169453
2230,0.168833
2231,0.168214
2232,0.167595
2233,0.166975
2234,0.166356
2235,0.165736
2236,0.165116
2237,0.164497
2238,0.163877
2239,0.163257
2240,0.162637
2241,0.162017
2242,0.161397
2243,0.160777
2244,0.160157
2245,0.159537
2246,0.158916
2247,0.158296
2248,0.157676
2249,0.157055
2250,0.156434
2251,0.155814
2252,0.155193
2253,0.154572
2254,0.153952
2255,0.153331
2256,0.152710
2257,0.152089
2258,0.151468
2259,0.150847
2260,0.150226
2261,0.149604
2262,0.148983
2263,0.148362
2264,0.147740
2265,0.147119
2266,0.146497
2267,0.145876
2268,0.145254
2269,0.144633
2270,0.144011
2271,0.143389
2272,0.142767
2273,0.142145
2274,0.141523
2275,0.140901
2276,0.140279
2277,0.139657
2278,0.139035
2279,0.138413
2280,0.137790
2281,0.137168
2282,0.136546
2283,0.135923
2284,0.135301
2285,0.134678
2286,0.134055
2287,0.133433
2288,0.132810
2289,0.132187
2290,0.131564
2291,0.130941
2292,0.130319
2293,0.129696
2294,0.129073
2295,0.128449
2296,0.127826
2297,0.127203
2298,0.126580
2299,0.125957
2300,0.125333
2301,0.124710
2302,0.124086
2303,0.123463
2304,0.122839
2305,0.122216
2306,0.121592
2307,0.120968
2308,0.120345
2309,0.119721
2310,0.119097
2311,0.118473
2312,0.117849
2313,0.117225
2314,0.116601
2315,0.115977
2316,0.115353
2317,0.114729
2318,0.114105
2319,0.113481
2320,0.112856
2321,0.112232
2322,0.111608
2323,0.110983
2324,0.110359
2325,0.109734
2326,0.109110
2327,0.108485
2328,0.107861
2329,0.107236
2330,0.106611
2331,0.105986
2332,0.105362
2333,0.104737
2334,0.104112
2335,0.103487
2336,0.102862
2337,0.102237
2338,0.101612
2339,0.100987
2340,0.100362
2341,0.099737
2342,0.099111
2343,0.098486
2344,0.097861
2345,0.097235
2346,0.096610
2347,0.095985
2348,0.095359
2349,0.094734
2350,0.094108
2351,0.093483
2352,0.092857
2353,0.092232
2354,0.091606
2355,0.090980
2356,0.090354
2357,0.089729
2358,0.089103
2359,0.088477
2360,0.087851
2361,0.087225
2362,0.086599
2363,0.085973
2364,0.085347
2365,0.084721
2366,0.084095
2367,0.083469
2368,0.082843
2369,0.082217
2370,0.081591
2371,0.080964
2372,0.080338
2373,0.079712
2374,0.079085
2375,0.078459
2376,0.077833
2377,0.077206
2378,0.076580
2379,0.075953
2380,0.075327
2381,0.074700
2382,0.074074
2383,0.073447
2384,0.072820
2385,0.072194
2386,0.071567
2387,0.070940
2388,0.070314
2389,0.069687
2390,0.069060
2391,0.068433
2392,0.067806
2393,0.067179
2394,0.066553
2395,0.065926
2396,0.065299
2397,0.064672
2398,0.064045
2399,0.063418
2400,0.062791
2401,0.062163
2402,0.061536
2403,0.060909
2404,0.060282
2405,0.059655
2406,0.059028
2407,0.058400
2408,0.057773
2409,0.057146
2410,0.056519
2411,0.055891
2412,0.055264
2413,0.054636
2414,0.054009
2415,0.053382
2416,0.052754
2417,0.052127
2418,0.051499
2419,0.050872
2420,0.050244
2421,0.049617
2422,0.048989
2423,0.048362
2424,0.047734
2425,0.047106
2426,0.046479
2427,0.045851
2428,0.045224
2429,0.044596
2430,0.043968
2431,0.043340
2432,0.042713
2433,0.042085
2434,0.041457
2435,0.040829
2436,0.040202
2437,0.039574
2438,0.038946
2439,0.038318
2440,0.037690
2441,0.037062
2442,0.036434
2443,0.035807
2444,0.035179
2445,0.034551
2446,0.033923
2447,0.033295
2448,0.032667
2449,0.032039
2450,0.031411
2451,0.030783
2452,0.030155
2453,0.029527
2454,0.028899
2455,0.028271
2456,0.027642
2457,0.027014
2458,0.026386
2459,0.025758
2460,0.025130
2461,0.024502
2462,0.023874
2463,0.023246
2464,0.022618
2465,0.021989
2466,0.021361
2467,0.020733
2468,0.020105
2469,0.019477
2470,0.018848
2471,0.018220
2472,0.017592
2473,0.016964
2474,0.016336
2475,0.015707
2476,0.015079
2477,0.014451
2478,0.013823
2479,0.013194
2480,0.012566
2481,0.011938
2482,0.011309
2483,0.010681
2484,0.010053
2485,0.009425
2486,0.008796
2487,0.008168
2488,0.007540
2489,0.006911
2490,0.006283
2491,0.005655
2492,0.005027
2493,0.004398
2494,0.003770
2495,0.003142
2496,0.002513
2497,0.001885
2498,0.001257
2499,0.000628
2500,0.000000
2501,-0.000628
2502,-0.001257
2503,-0.001885
2504,-0.002513
2505,-0.003142
2506,-0.003770
2507,-0.004398
2508,-0.005027
2509,-0.005655
2510,-0.006283
2511,-0.006911
2512,-0.007540
2513,-0.008168
2514,-0.008796
2515,-0.009425
2516,-0.010053
2517,-0.010681
2518,-0.011309
2519,-0.011938
2520,-0.012566
2521,-0.013194
2522,-0.013823
2523,-0.014451
2524,-0.015079
2525,-0.015707
2526,-0.016336
2527,-0.016964
2528,-0.017592
2529,-0.018220
2530,-0.018848
2531,-0.019477
2532,-0.020105
2533,-0.020733
2534,-0.021361
2535,-0.021989
2536,-0.022618
2537,-0.023246
2538,-0.023874
2539,-0.024502
2540,-0.025130
2541,-0.025758
2542,-0.026386
2543,-0.027014
2544,-0.027642
2545,-0.028271
2546,-0.028899
2547,-0.029527
2548,-0.030155
2549,-0.030783
2550,-0.031411
2551,-0.032039
2552,-0.032667
2553,-0.033295
2554,-0.033923
2555,-0.034551
2556,-0.035179
2557,-0.035807
2558,-0.036434
2559,-0.037062
2560,-0.037690
2561,-0.038318
2562,-0.038946
2563,-0.039574
2564,-0.040202
2565,-0.040829
2566,-0.041457
2567,-0.042085
2568,-0.042713
2569,-0.043340
2570,-0.043968
2571,-0.044596
2572,-0.045224
2573,-0.045851
2574,-0.046479
2575,-0.047106
2576,-0.047734
2577,-0.048362
2578,-0.048989
2579,-0.049617
2580,-0.050244
2581,-0.050872
2582,-0.051499
2583,-0.052127
2584,-0.052754
2585,-0.053382
2586,-0.054009
2587,-0.054636
2588,-0.055264
2589,-0.055891
2590,-0.056519
2591,-0.057146
2592,-0.057773
2593,-0.058400
2594,-0.059028
2595,-0.059655
2596,-0.060282
2597,-0.060909
2598,-0.061536
2599,-0.062163
2600,-0.062791
2601,-0.063418
2602,-0.064045
2603,-0.064672
2604,-0.065299
2605,-0.065926
2606,-0.066553
2607,-0.067179
2608,-0.067806
2609,-0.068433
2610,-0.069060
2611,-0.069687
2612,-0.070314
2613,-0.070940
2614,-0.071567
2615,-0.072194
2616,-0.072820
2617,-0.073447
2618,-0.074074
2619,-0.074700
2620,-0.075327
2621,-0.075953
2622,-0.076580
2623,-0.077206
2624,-0.077833
2625,-0.078459
2626,-0.079085
2627,-0.079712
2628,-0.080338
2629,-0.080964
2630,-0.081591
2631,-0.082217
2632,-0.082843
2633,-0.083469
2634,-0.084095
2635,-0.084721
2636,-0.085347
2637,-0.085973
2638,-0.086599
2639,-0.087225
2640,-0.087851
2641,-0.088477
2642,-0.089103
2643,-0.089729
2644,-0.090354
2645,-0.090980
2646,-0.091606
2647,-0.092232
2648,-0.092857
2649,-0.093483
2650,-0.094108
2651,-0.094734
2652,-0.095359
2653,-0.095985
2654,-0.096610
2655,-0.097235
2656,-0.097861
2657,-0.098486
2658,-0.099111
2659,-0.099737
2660,-0.100362
2661,-0.100987
2662,-0.101612
2663,-0.102237
2664,-0.102862
2665,-0.103487
2666,-0.104112
2667,-0.104737
2668,-0.105362
2669,-0.105986
2670,-0.106611
2671,-0.107236
2672,-0.107861
2673,-0.108485
2674,-0.109110
2675,-0.109734
2676,-0.110359
2677,-0.110983
2678,-0.111608
2679,-0.112232
2680,-0.112856
2681,-0.113481
2682,-0.114105
2683,-0.114729
2684,-0.115353
2685,-0.115977
2686,-0.116601
2687,-0.117225
2688,-0.117849
2689,-0.118473
2690,-0.119097
2691,-0.119721
2692,-0.120345
2693,-0.120968
2694,-0.121592
2695,-0.122216
2696,-0.122839
2697,-0.123463
2698,-0.124086
2699,-0.124710
2700,-0.125333
2701,-0.125957
2702,-0.126580
2703,-0.127203
2704,-0.127826
2705,-0.128449
2706,-0.129073
2707,-0.129696
2708,-0.130319
2709,-0.130941
2710,-0.131564
2711,-0.132187
2712,-0.132810
2713,-0.133433
2714,-0.134055
2715,-0.134678
2716,-0.135301
2717,-0.135923
2718,-0.136546
2719,-0.137168
2720,-0.137790
2721,-0.138413
2722,-0.139035
2723,-0.139657
2724,-0.140279
2725,-0.140901
2726,-0.141523
2727,-0.142145
2728,-0.142767
2729,-0.143389
2730,-0.144011
2731,-0.144633
2732,-0.145254
2733,-0.145876
2734,-0.146497
2735,-0.147119
2736,-0.147740
2737,-0.148362
2738,-0.148983
2739,-0.149604
2740,-0.150226
2741,-0.150847
2742,-0.151468
2743,-0.152089
2744,-0.152710
2745,-0.153331
2746,-0.153952
2747,-0.154572
2748,-0.155193
2749,-0.155814
2750,-0.156434
2751,-0.157055
2752,-0.157676
2753,-0.158296
2754,-0.158916
2755,-0.159537
2756,-0.160157
2757,-0.160777
2758,-0.161397
2759,-0.162017
2760,-0.162637
2761,-0.163257
2762,-0.163877
2763,-0.164497
2764,-0.165116
2765,-0.165736
2766,-0.166356
2767,-0.166975
2768,-0.167595
2769,-0.168214
2770,-0.168833
2771,-0.169453
2772,-0.170072
2773,-0.170691
2774,-0.171310
2775,-0.171929
2776,-0.172548
2777,-0.173167
2778,-0.173786
2779,-0.174404
2780,-0.175023
2781,-0.175642
2782,-0.176260
2783,-0.176879
2784,-0.177497
2785,-0.178115
2786,-0.178734
2787,-0.179352
2788,-0.179970
2789,-0.180588
2790,-0.181206
2791,-0.181824
2792,-0.182441
2793,-0.183059
2794,-0.183677
2795,-0.184294
2796,-0.184912
2797,-0.185529
2798,-0.186147
2799,-0.186764
2800,-0.187381
2801,-0.187998
2802,-0.188616
2803,-0.189233
2804,-0.189849
2805,-0.190466
2806,-0.191083
2807,-0.191700
2808,-0.192316
2809,-0.192933
2810,-0.193549
2811,-0.194166
2812,-0.194782
2813,-0.195398
2814,-0.196015
2815,-0.196631
2816,-0.197247
2817,-0.197863
2818,-0.198479
2819,-0.199094
2820,-0.199710
2821,-0.200326
2822,-0.200941
2823,-0.201557
2824,-0.202172
2825,-0.202787
2826,-0.203403
2827,-0.204018
2828,-0.204633
2829,-0.205248
2830,-0.205863
2831,-0.206477
2832,-0.207092
2833,-0.207707
2834,-0.208321
2835,-0.208936
2836,-0.209550
2837,-0.210165
2838,-0.210779
2839,-0.211393
2840,-0.212007
2841,-0.212621
2842,-0.213235
2843,-0.213849
2844,-0.214463
2845,-0.215076
2846,-0.215690
2847,-0.216303
2848,-0.216917
2849,-0.217530
2850,-0.218143
2851,-0.218756
2852,-0.219369
2853,-0.219982
2854,-0.220595
2855,-0.221208
2856,-0.221821
2857,-0.222433
2858,-0.223046
2859,-0.223658
2860,-0.224271
2861,-0.224883
2862,-0.225495
2863,-0.226107
2864,-0.226719
2865,-0.227331
2866,-0.227943
2867,-0.228555
2868,-0.229166
2869,-0.229778
2870,-0.230389
2871,-0.231001
2872,-0.231612
2873,-0.232223
2874,-0.232834
2875,-0.233445
2876,-0.234056
2877,-0.234667
2878,-0.235278
2879,-0.235888
2880,-0.236499
2881,-0.237109
2882,-0.237720
2883,-0.238330
2884,-0.238940
2885,-0.239550
2886,-0.240160
2887,-0.240770
2888,-0.241380
2889,-0.241990
2890,-0.242599
2891,-0.243209
2892,-0.243818
2893,-0.244427
2894,-0.245037
2895,-0.245646
2896,-0.246255
2897,-0.246864
2898,-0.247473
2899,-0.248081
2900,-0.248690
2901,-0.249298
2902,-0.249907
2903,-0.250515
2904,-0.251123
2905,-0.251732
2906,-0.252340
2907,-0.252948
2908,-0.253555
2909,-0.254163
2910,-0.254771
2911,-0.255378
2912,-0.255986
2913,-0.256593
2914,-0.257200
2915,-0.257807
2916,-0.258414
2917,-0.259021
2918,-0.259628
2919,-0.260235
2920,-0.260842
2921,-0.261448
2922,-0.262054
2923,-0.262661
2924,-0.263267
2925,-0.263873
2926,-0.264479
2927,-0.265085
2928,-0.265691
2929,-0.266296
2930,-0.266902
2931,-0.267507
2932,-0.268113
2933,-0.268718
2934,-0.269323
2935,-0.269928
2936,-0.270533
2937,-0.271138
2938,-0.271743
2939,-0.272347
2940,-0.272952
2941,-0.273556
2942,-0.274161
2943,-0.274765
2944,-0.275369
2945,-0.275973
2946,-0.276577
2947,-0.277181
2948,-0.277784
2949,-0.278388
2950,-0.278991
2951,-0.279594
2952,-0.280198
2953,-0.280801
2954,-0.281404
2955,-0.282007
2956,-0.282609
2957,-0.283212
2958,-0.283815
2959,-0.284417
2960,-0.285019
2961,-0.285621
2962,-0.286224
2963,-0.286826
2964,-0.287427
2965,-0.288029
2966,-0.288631
2967,-0.289232
2968,-0.289834
2969,-0.290435
2970,-0.291036
2971,-0.291637
2972,-0.292238
2973,-0.292839
2974,-0.293440
2975,-0.294040
2976,-0.294641
2977,-0.295241
2978,-0.295841
2979,-0.296442
2980,-0.297042
2981,-0.297641
2982,-0.298241
2983,-0.298841
2984,-0.299440
2985,-0.300040
2986,-0.300639
2987,-0.301238
2988,-0.301837
2989,-0.302436
2990,-0.303035
2991,-0.303634
2992,-0.304233
2993,-0.304831
2994,-0.305429
2995,-0.306028
2996,-0.306626
2997,-0.307224
2998,-0.307822
2999,-0.308419
3000,-0.309017
3001,-0.309614
3002,-0.310212
3003,-0.310809
3004,-0.311406
3005,-0.312003
3006,-0.312600
3007,-0.313197
3008,-0.313794
3009,-0.314390
3010,-0.314987
3011,-0.315583
3012,-0.316179
3013,-0.316775
3014,-0.317371
3015,-0.317967
3016,-0.318562
3017,-0.319158
3018,-0.319753
3019,-0.320348
3020,-0.320944
3021,-0.321539
3022,-0.322134
3023,-0.322728
3024,-0.323323
3025,-0.323917
3026,-0.324512
3027,-0.325106
3028,-0.325700
3029,-0.326294
3030,-0.326888
3031,-0.327482
3032,-0.328075
3033,-0.328669
3034,-0.329262
3035,-0.329855
3036,-0.330449
3037,-0.331041
3038,-0.331634
3039,-0.332227
3040,-0.332820
3041,-0.333412
3042,-0.334004
3043,-0.334596
3044,-0.335188
3045,-0.335780
3046,-0.336372
3047,-0.336964
3048,-0.337555
3049,-0.338147
3050,-0.338738
3051,-0.339329
3052,-0.339920
3053,-0.340511
3054,-0.341102
3055,-0.341692
3056,-0.342283
3057,-0.342873
3058,-0.343463
3059,-0.344053
3060,-0.344643
3061,-0.345233
3062,-0.345822
3063,-0.346412
3064,-0.347001
3065,-0.347590
3066,-0.348179
3067,-0.348768
3068,-0.349357
3069,-0.349946
3070,-0.350534
3071,-0.351123
3072,-0.351711
3073,-0.352299
3074,-0.352887
3075,-0.353475
3076,-0.354063
3077,-0.354650
3078,-0.355237
3079,-0.355825
3080,-0.356412
3081,-0.356999
3082,-0.357586
3083,-0.358172
3084,-0.358759
3085,-0.359345
3086,-0.359932
3087,-0.360518
3088,-0.361104
3089,-0.361690
3090,-0.362275
3091,-0.362861
3092,-0.363446
3093,-0.364032
3094,-0.364617
3095,-0.365202
3096,-0.365787
3097,-0.366371
3098,-0.366956
3099,-0.367540
3100,-0.368125
3101,-0.368709
3102,-0.369293
3103,-0.369876
3104,-0.370460
3105,-0.371044
3106,-0.371627
3107,-0.372210
3108,-0.372793
3109,-0.373376
3110,-0.373959
3111,-0.374542
3112,-0.375124
3113,-0.375707
3114,-0.376289
3115,-0.376871
3116,-0.377453
3117,-0.378035
3118,-0.378616
3119,-0.379198
3120,-0.379779
3121,-0.380360
3122,-0.380941
3123,-0.381522
3124,-0.382103
3125,-0.382683
3126,-0.383264
3127,-0.383844
3128,-0.384424
3129,-0.385004
3130,-0.385584
3131,-0.386164
3132,-0.386743
3133,-0.387323
3134,-0.387902
3135,-0.388481
3136,-0.389060
3137,-0.389638
3138,-0.390217
3139,-0.390795
3140,-0.391374
3141,-0.391952
3142,-0.392530
3143,-0.393108
3144,-0.393685
3145,-0.394263
3146,-0.394840
3147,-0.395417
3148,-0.395994
3149,-0.396571
3150,-0.397148
3151,-0.397724
3152,-0.398301
3153,-0.398877
3154,-0.399453
3155,-0.400029
3156,-0.400605
3157,-0.401181
3158,-0.401756
3159,-0.402331
3160,-0.402906
3161,-0.403481
3162,-0.404056
3163,-0.404631
3164,-0.405205
3165,-0.405780
3166,-0.406354
3167,-0.406928
3168,-0.407502
3169,-0.408076
3170,-0.408649
3171,-0.409222
3172,-0.409796
3173,-0.410369
3174,-0.410942
3175,-0.411514
3176,-0.412087
3177,-0.412659
3178,-0.413232
3179,-0.413804
3180,-0.414376
3181,-0.414947
3182,-0.415519
3183,-0.416090
3184,-0.416662
3185,-0.417233
3186,-0.417804
3187,-0.418374
3188,-0.418945
3189,-0.419515
3190,-0.420086
3191,-0.420656
3192,-0.421226
3193,-0.421796
3194,-0.422365
3195,-0.422935
3196,-0.423504
3197,-0.424073
3198,-0.424642
3199,-0.425211
3200,-0.425779
3201,-0.426348
3202,-0.426916
3203,-0.427484
3204,-0.428052
3205,-0.428620
3206,-0.429187
3207,-0.429755
3208,-0.430322
3209,-0.430889
3210,-0.431456
3211,-0.432023
3212,-0.432589
3213,-0.433156
3214,-0.433722
3215,-0.434288
3216,-0.434854
3217,-0.435420
3218,-0.435985
3219,-0.436551
3220,-0.437116
3221,-0.437681
3222,-0.438246
3223,-0.438810
3224,-0.439375
3225,-0.439939
3226,-0.440503
3227,-0.441067
3228,-0.441631
3229,-0.442195
3230,-0.442758
3231,-0.443322
3232,-0.443885
3233,-0.444448
3234,-0.445010
3235,-0.445573
3236,-0.446135
3237,-0.446698
3238,-0.447260
3239,-0.447822
3240,-0.448383
3241,-0.448945
3242,-0.449506
3243,-0.450067
3244,-0.450628
3245,-0.451189
3246,-0.451750
3247,-0.452310
3248,-0.452870
3249,-0.453431
3250,-0.453990
3251,-0.454550
3252,-0.455110
3253,-0.455669
3254,-0.456228
3255,-0.456787
3256,-0.457346
3257,-0.457905
3258,-0.458463
3259,-0.459022
3260,-0.459580
3261,-0.460138
3262,-0.460696
3263,-0.461253
3264,-0.461811
3265,-0.462368
3266,-0.462925
3267,-0.463482
3268,-0.464038
3269,-0.464595
3270,-0.465151
3271,-0.465707
3272,-0.466263
3273,-0.466819
3274,-0.467374
3275,-0.467930
3276,-0.468485
3277,-0.469040
3278,-0.469595
3279,-0.470149
3280,-0.470704
3281,-0.471258
3282,-0.471812
3283,-0.472366
3284,-0.472920
3285,-0.473473
3286,-0.474027
3287,-0.474580
3288,-0.475133
3289,-0.475686
3290,-0.476238
3291,-0.476791
3292,-0.477343
3293,-0.477895
3294,-0.478447
3295,-0.478998
3296,-0.479550
3297,-0.480101
3298,-0.480652
3299,-0.481203
3300,-0.481754
3301,-0.482304
3302,-0.482854
3303,-0.483405
3304,-0.483955
3305,-0.484504
3306,-0.485054
3307,-0.485603
3308,-0.486152
3309,-0.486701
3310,-0.487250
3311,-0.487799
3312,-0.488347
3313,-0.488895
3314,-0.489443
3315,-0.489991
3316,-0.490539
3317,-0.491086
3318,-0.491633
3319,-0.492180
3320,-0.492727
3321,-0.493274
3322,-0.493820
3323,-0.494367
3324,-0.494913
3325,-0.495459
3326,-0.496004
3327,-0.496550
3328,-0.497095
3329,-0.497640
3330,-0.498185
3331,-0.498730
3332,-0.499274
3333,-0.499819
3334,-0.500363
3335,-0.500907
3336,-0.501450
3337,-0.501994
3338,-0.502537
3339,-0.503080
3340,-0.503623
3341,-0.504166
3342,-0.504708
3343,-0.505251
3344,-0.505793
3345,-0.506335
3346,-0.506877
3347,-0.507418
3348,-0.507959
3349,-0.508500
3350,-0.509041
3351,-0.509582
3352,-0.510123
3353,-0.510663
3354,-0.511203
3355,-0.511743
3356,-0.512283
3357,-0.512822
3358,-0.513362
3359,-0.513901
3360,-0.514440
3361,-0.514978
3362,-0.515517
3363,-0.516055
3364,-0.516593
3365,-0.517131
3366,-0.517669
3367,-0.518206
3368,-0.518743
3369,-0.519280
3370,-0.519817
3371,-0.520354
3372,-0.520890
3373,-0.521427
3374,-0.521963
3375,-0.522499
3376,-0.523034
3377,-0.523570
3378,-0.524105
3379,-0.524640
3380,-0.525175
3381,-0.525709
3382,-0.526244
3383,-0.526778
3384,-0.527312
3385,-0.527846
3386,-0.528379
3387,-0.528912
3388,-0.529446
3389,-0.529978
3390,-0.530511
3391,-0.531044
3392,-0.531576
3393,-0.532108
3394,-0.532640
3395,-0.533172
3396,-0.533703
3397,-0.534234
3398,-0.534765
3399,-0.535296
3400,-0.535827
3401,-0.536357
3402,-0.536887
3403,-0.537417
3404,-0.537947
3405,-0.538477
3406,-0.539006
3407,-0.539535
3408,-0.540064
3409,-0.540593
3410,-0.541121
3411,-0.541650
3412,-0.542178
3413,-0.542705
3414,-0.543233
3415,-0.543760
3416,-0.544288
3417,-0.544815
3418,-0.545341
3419,-0.545868
3420,-0.546394
3421,-0.546920
3422,-0.547446
3423,-0.547972
3424,-0.548498
3425,-0.549023
3426,-0.549548
3427,-0.550073
3428,-0.550597
3429,-0.551122
3430,-0.551646
3431,-0.552170
3432,-0.552694
3433,-0.553217
3434,-0.553740
3435,-0.554263
3436,-0.554786
3437,-0.555309
3438,-0.555831
3439,-0.556354
3440,-0.556876
3441,-0.557397
3442,-0.557919
3443,-0.558440
3444,-0.558961
3445,-0.559482
3446,-0.560003
3447,-0.560523
3448,-0.561044
3449,-0.561564
3450,-0.562083
3451,-0.562603
3452,-0.563122
3453,-0.563641
3454,-0.564160
3455,-0.564679
3456,-0.565197
3457,-0.565716
3458,-0.566234
3459,-0.566751
3460,-0.567269
3461,-0.567786
3462,-0.568303
3463,-0.568820
3464,-0.569337
3465,-0.569853
3466,-0.570370
3467,-0.570886
3468,-0.571401
3469,-0.571917
3470,-0.572432
3471,-0.572947
3472,-0.573462
3473,-0.573977
3474,-0.574491
3475,-0.575005
3476,-0.575519
3477,-0.576033
3478,-0.576546
3479,-0.577060
3480,-0.577573
3481,-0.578086
3482,-0.578598
3483,-0.579110
3484,-0.579623
3485,-0.580134
3486,-0.580646
3487,-0.581158
3488,-0.581669
3489,-0.582180
3490,-0.582690
3491,-0.583201
3492,-0.583711
3493,-0.584221
